"discrete_curve","Estimate","Std. Error","t value","Pr(>|t|)","parameter","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K"
384,6.31856532523982,4.24550832432337,1.48829417882412,0.156117322846051,"t_lag","gompertz",10,"Hours","CGU","plate_count_total","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
385,0.0504811124483986,0.00328608703421072,15.3620740786385,8.64262797653820e-12,"r_max","gompertz",10,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
385,2.22383054339749,0.0285367752588627,77.928585946544,3.19297459314374e-24,"N_max","gompertz",10,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
385,1.11343501243956,0.0977551843454587,11.3900354226204,1.16326426926805e-09,"N_0","gompertz",10,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
385,2.31465408090064,5.3795876376592,0.430266079261757,0.672109507671664,"t_lag","gompertz",10,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
386,0.0549528951445964,0.00391211538571411,14.0468492686254,8.73404958267665e-11,"r_max","gompertz",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
386,2.07546043101903,0.0172083158664675,120.607992503399,2.2473470709364e-26,"N_max","gompertz",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
386,1.16413818686931,0.0509170289432722,22.8634351027493,3.32514823081622e-14,"N_0","gompertz",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
386,6.27969161112592,2.97133194965017,2.11342647591605,0.0496510700949494,"t_lag","gompertz",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
387,0.0332715432419234,0.0258423559055625,1.28748103940329,0.22037611298622,"r_max","baranyi",10,"Hours","CGU","lactic_acid_bacteria","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
387,2.08651891723478,0.282531781433092,7.38507684569604,5.30738943407689e-06,"N_max","baranyi",10,"Hours","CGU","lactic_acid_bacteria","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
387,1.18760872855134,0.064605391532558,18.3825018373713,1.09779777284138e-10,"N_0","baranyi",10,"Hours","CGU","lactic_acid_bacteria","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
387,11.559469633474,32.404637677571,0.356722693476525,0.727022800227657,"t_lag","baranyi",10,"Hours","CGU","lactic_acid_bacteria","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
388,0.0359018760936493,0.00223782040156529,16.0432338844248,2.77628232192415e-11,"r_max","buchanan",10,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
388,2.05950892364799,0.0343470833313758,59.9616830278757,2.9208368791811e-20,"N_max","buchanan",10,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
388,0.988360990478464,0.0485741108308016,20.3474849785975,7.33590471273731e-13,"N_0","buchanan",10,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
388,10.3188704933667,4.09548591373296,2.51957172133482,0.0227592685924948,"t_lag","buchanan",10,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",NA,NA
389,0.0147226031171664,0.00273183738842126,5.38926774322927,0.000306040402183599,"r_max","gompertz",0,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
389,1.45251363203562,0.0230503361734339,63.014856751186,2.46413492022083e-14,"N_max","gompertz",0,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
389,2.03432133407332,0.0219888174109517,92.516177475743,5.32843343224225e-16,"N_0","gompertz",0,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
389,177.784212012668,13.3344937013802,13.3326555918854,1.07883898624007e-07,"t_lag","gompertz",0,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
390,0.0199620881526661,0.00154538596698492,12.9172184678321,1.56977505522998e-09,"r_max","gompertz",5,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
390,1.31264604842671,0.0649402900290774,20.2131226675915,2.70582889974284e-12,"N_max","gompertz",5,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
390,2.17507766164179,0.0217800464124593,99.8656118748001,1.35362729771368e-22,"N_0","gompertz",5,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
390,104.168051511525,4.76612789927329,21.8559077122978,8.68998966970134e-13,"t_lag","gompertz",5,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
391,0.0468576865614533,0.00526459895399569,8.90052347214208,4.57243437357135e-06,"r_max","baranyi",10,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
391,2.30350999200232,0.0165619692157857,139.084305856986,9.06338830616989e-18,"N_max","baranyi",10,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
391,1.42443490739021,0.0142330788731921,100.079183153627,2.43039395379741e-16,"N_0","baranyi",10,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
391,1,4.43820502364879,0.225316314742456,0.82627105398562,"t_lag","baranyi",10,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
392,0.060680932360887,0.009259662129466,6.55325556294206,2.71647141107402e-05,"r_max","baranyi",15,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
392,2.34387367568855,0.0152327999772441,153.870180084424,3.81346608075865e-21,"N_max","baranyi",15,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
392,1.47297153479366,0.032455447168124,45.3844165869431,8.54008548720239e-15,"N_0","baranyi",15,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
392,1,5.99980329077486,0.166672130990957,0.870403525944349,"t_lag","baranyi",15,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",NA,NA
393,0.0015232085064825,0.000156254225851269,9.74827079513594,0.0103598837082324,"r_max","baranyi",6,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
393,6.17610413071709,0.218674854131962,28.2433211410309,0.00125127493018759,"N_max","baranyi",6,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
393,0,0.196932238795589,0,1,"N_0","baranyi",6,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
393,1481.73928038789,508.700478614432,2.91279317138399,0.100422465084965,"t_lag","baranyi",6,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
394,0.00312022462815385,0.000540100333395511,5.77712035194937,0.0103125973919067,"r_max","gompertz",6,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
394,5.89945036276975,0.239535421778704,24.6287180366167,0.000146748540136564,"N_max","gompertz",6,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
394,0.0546959196489714,0.228643610331602,0.239219104219208,0.8263473586984,"N_0","gompertz",6,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
394,5526.7919824675,427.280472248706,12.9348106019939,0.000997525215654535,"t_lag","gompertz",6,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
395,0.00531070427854271,NA,NA,NA,"r_max","baranyi",10,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
395,7.39334904415961,NA,NA,NA,"N_max","baranyi",10,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
395,0.0749400825529844,NA,NA,NA,"N_0","baranyi",10,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
395,1,NA,NA,NA,"t_lag","baranyi",10,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
396,0.00471763315760869,NA,NA,NA,"r_max","buchanan",10,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
396,6.9839572192513,NA,NA,NA,"N_max","buchanan",10,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
396,0,NA,NA,NA,"N_0","buchanan",10,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
396,123.445986259407,NA,NA,NA,"t_lag","buchanan",10,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
397,0.0161360841479842,NA,NA,NA,"r_max","gompertz",15,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
397,8.09879253501488,NA,NA,NA,"N_max","gompertz",15,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
397,2.98223578217408,NA,NA,NA,"N_0","gompertz",15,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
397,522.934385511449,NA,NA,NA,"t_lag","gompertz",15,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
398,0.0166509653991058,0.000918608327175519,18.1262948598595,0.0350857740422572,"r_max","baranyi",15,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
398,7.92425411134199,0.225247978106017,35.1801342590179,0.0180911303617128,"N_max","baranyi",15,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
398,0,0.225187063811953,0,1,"N_0","baranyi",15,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
398,380.762617546244,44.8076914844719,8.49770664213302,0.0745736793132649,"t_lag","baranyi",15,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
399,0.00159983761742666,0.000166511724916512,9.60795774729262,0.000655988568076178,"r_max","gompertz",6,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
399,8.82821362182042,1.53038562572481,5.76862032250156,0.00448236098158488,"N_max","gompertz",6,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
399,0,0.432466982285393,0,1,"N_0","gompertz",6,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
399,1554.86517463427,1013.20848051217,1.53459549988004,0.199672235208793,"t_lag","gompertz",6,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
400,0.00414834378228108,0.000230180935387053,18.0220997681913,0.000372616211899016,"r_max","gompertz",6,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
400,0.0551973554292437,0.130024801803518,0.424514051654954,0.699795606213091,"N_max","gompertz",6,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
400,6.95425458826496,0.134576908300742,51.674946884083,1.59604612978173e-05,"N_0","gompertz",6,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
400,8110.02781066522,145.697472219536,55.6634764290563,1.2771896724145e-05,"t_lag","gompertz",6,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
401,0.0122922259585293,0.00365713049767528,3.36116689473977,0.184095214118549,"r_max","gompertz",10,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
401,6.95142307494619,0.278954694239581,24.9195414828759,0.0255333099131833,"N_max","gompertz",10,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
401,0,0.310387836637547,0,1,"N_0","gompertz",10,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
401,699.992166422787,143.763919894276,4.86903923416642,0.128955355149979,"t_lag","gompertz",10,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
402,0.00674589638348805,NA,NA,NA,"r_max","buchanan",10,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
402,7.68080764686929,NA,NA,NA,"N_max","buchanan",10,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
402,0,NA,NA,NA,"N_0","buchanan",10,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
402,655.18806444577,NA,NA,NA,"t_lag","buchanan",10,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
403,0.0179224610951582,0.000489507322050125,36.6132645781403,0.0173833595592963,"r_max","baranyi",15,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
403,7.76337723254768,0.0756385707205815,102.637809765425,0.00620238907127673,"N_max","baranyi",15,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
403,0.000165200332770321,0.0756281226685548,0.0021843770140153,0.998609384614345,"N_0","baranyi",15,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
403,315.604739347112,17.6255207445678,17.9061228272862,0.0355162963025773,"t_lag","baranyi",15,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
404,0.0250620239316751,0.00262278063667465,9.55551660753853,0.0107752595333853,"r_max","gompertz",15,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
404,7.68047215319645,0.200648290723882,38.2782834854337,0.000681790220941646,"N_max","gompertz",15,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",NA,NA
