"discrete_curve","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K","t_lag","N_0","r.t.value","K.t.value","t_lag.t.value","N_0.t.value"
356,"gompertz",0,"Hours","CFU/g","total_viable_counts_5._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.00564780156137434,2.05619039763395,334.325109152766,1.75755147025925,0.478546111362861,50.6889435676794,3.00243888583021,55.1476384837734
357,"gompertz",0,"Hours","CFU/g","pseudomonas_sp_5._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.00802916788419769,2.01662869751092,336.440227320239,1.76503634754041,0.0401751517239401,71.1543606203476,0.302566135626055,72.5267432657173
358,"gompertz",0,"Hours","CFU/g","yeasts_and_moulds_5._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0046509373680351,1.78143954142264,501.851073931438,1.48597551344509,0.384056516292511,6.65953169457952,3.13281291086438,25.4524988639316
359,"buchanan",0,"Hours","CFU/g","enterobacteriaceae_5._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.00133008997396375,1.63843729702134,2.2337163540939,1.39416983503197,2.85541819126351,61.0888354111536,2.16895935118637e-07,0.000234355527763042
360,"baranyi",0,"Hours","CFU/g","lactic_acid_bacteria_5._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0106997978725874,1.71958016964227,406.60527557944,1.07902599298285,3.49155972168455,23.2339427811993,13.83407499051,41.8576451819583
361,"gompertz",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",0.0615365052305669,0,29.5480626582269,0.146701956559527,0.0154823283008512,0,0.0546632694495453,0.346697638673048
362,"baranyi",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",0.468766080081453,0.0613777390235412,33.1337437750956,0,0.0731232664338439,0.355604679188188,0.839082523951261,0
363,"gompertz",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",0.020642838799061,5.90909020298932,668.732323678751,0,5.88842227390955e-20,5.72605820652034e-20,1.59463314227703e-18,0
364,"gompertz",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Control",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",0.0189554767001247,0,95.3407070867027,0.077320995987828,8.80023067548964e-10,0,1.82806530128485e-08,9.72636376048578e-10
365,"gompertz",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Control",2,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",0.00266261621557187,0.620691100202362,354.01560600446,0,1.88848748715091e-10,1.75409272954454e-10,1.67312649345809e-09,0
366,"gompertz",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose",2,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",9.80413941675185e-05,3.32084578019343,60981.2160887989,0,1.40298755431719e-15,1.32274659238724e-15,1.64014905721319e-14,0
367,"gompertz",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",2,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",0.028495039953813,0,34.246298462308,0.0255786505412982,4.44369278759315e-10,0,1.9044839624599e-08,4.41794084442633e-10
368,"gompertz",25,"Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","NH4",2,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003",0.20352438694124,0,102.763489865469,0.906368282994894,3.7421598401255e-09,0,4.30131587735359e-09,1.230139079794e-08
369,"gompertz",0,"Hours","CGU","plate_count_total","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.00738412307553964,2.29265522282361,62.5707295175096,1.70377769470511,17.9007318535648,158.420267845733,8.34347945015208,124.182932909733
370,"baranyi",0,"Hours","CGU","pseudonomads","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.018574340605973,2.28837259844601,114.633867669603,1.69562465984735,8.57516376809612,118.19708525807,13.899278965386,106.049027777814
371,"baranyi",0,"Hours","CGU","brochothrix_thermosphacta","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.00530234966315093,1.99818837758495,1,1.57079085265213,0.199506430099994,2.66209570255931,0.00102047362131899,26.3079678769379
372,"baranyi",0,"Hours","CGU","lactic_acid_bacteria","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.00641335300807524,2.40590546974161,1,1.47106882678019,1.45531555823034,6.72808435534898,0.00746961568360372,60.1483228182426
373,"gompertz",0,"Hours","CGU","enterobacteriaceae","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.00973036797901408,1.70723608345331,184.469296423699,1.39915665287662,1.96350900098063,39.6046985174292,9.29710906127554,58.9515311587539
374,"buchanan",10,"Hours","CGU","plate_count_total","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0274309543291925,2.15554831153522,19.4102563229221,1.79625691570376,11.6929661620963,253.68211288962,10.2500776034259,138.392370075155
375,"gompertz",10,"Hours","CGU","pseudonomads","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0344608634582167,1.76085929734172,57.5582495696674,2.15800558802833,4.95301402114243,60.248950116871,23.828635101505,142.88218131775
376,"buchanan",10,"Hours","CGU","brochothrix_thermosphacta","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0141146608098602,2.03061782021918,2.79033213465164,1.6788930735246,16.1544368617083,289.287043668816,1.10287700298614e-06,0.000108252868228822
377,"gompertz",10,"Hours","CGU","lactic_acid_bacteria","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0191852290016906,1.63618038086745,69.5721959379032,2.01659128485505,4.96820114599433,45.0475174152218,14.060076393666,102.477134134576
378,"gompertz",10,"Hours","CGU","enterobacteriaceae","beef",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0248857390888373,1.58417596749157,66.5849301477648,2.01341162052806,3.89309638755465,34.3862180863824,13.6827545383587,90.8239129739872
379,"baranyi",0,"Hours","CGU","plate_count_total","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.01844355520881,2.30146796715442,91.5107439936457,1.53461194453505,8.27514587546691,109.344869091391,8.2218243381625,71.4692556550868
380,"baranyi",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0146332028738948,2.30486279870485,1,1.21485842515472,4.57986264491225,47.7896720457071,0.0300455414102298,32.2173588098369
381,"baranyi",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0163181242647568,2.18391198608239,22.9618588866923,1.19112898569574,9.23970776442388,104.393533986137,1.5649329144655,53.1341692310081
382,"baranyi",0,"Hours","CGU","lactic_acid_bacteria","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.00404316958620904,2.53125501609815,1,1.13199753665576,0.146508388552505,0.146117782996166,0.000635500324993248,13.1324572965343
383,"gompertz",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0110201566196461,1.64911014490809,81.1132175518999,0.964918070271945,10.6862314967464,69.829182459245,9.96781234021909,51.4935211145506
384,"gompertz",10,"Hours","CGU","plate_count_total","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0370592751567497,2.23496575738499,6.31856532523982,1.42599752253156,13.7274190122714,87.5550363566154,1.48829417882412,27.4171321735316
385,"gompertz",10,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0504811124483986,2.22383054339749,2.31465408090064,1.11343501243956,15.3620740786385,77.928585946544,0.430266079261757,11.3900354226204
386,"gompertz",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0549528951445964,2.07546043101903,6.27969161112592,1.16413818686931,14.0468492686254,120.607992503399,2.11342647591605,22.8634351027493
387,"baranyi",10,"Hours","CGU","lactic_acid_bacteria","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0332715432419234,2.08651891723478,11.559469633474,1.18760872855134,1.28748103940329,7.38507684569604,0.356722693476525,18.3825018373713
388,"buchanan",10,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006",0.0359018760936493,2.05950892364799,10.3188704933667,0.988360990478464,16.0432338844248,59.9616830278757,2.51957172133482,20.3474849785975
389,"gompertz",0,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",0.0147226031171664,1.45251363203562,177.784212012668,2.03432133407332,5.38926774322927,63.014856751186,13.3326555918854,92.516177475743
390,"gompertz",5,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",0.0199620881526661,1.31264604842671,104.168051511525,2.17507766164179,12.9172184678321,20.2131226675915,21.8559077122978,99.8656118748001
391,"baranyi",10,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",0.0468576865614533,2.30350999200232,1,1.42443490739021,8.90052347214208,139.084305856986,0.225316314742456,100.079183153627
392,"baranyi",15,"Hours","CFU/g","aerobic bacteria","soybeans",1,"Lee, D. S., Hwang, K. J., An, D. S., Park, J. P., & Lee, H. J. (2007). Model on the microbial quality change of seasoned soybean sprouts for on-line shelf life prediction. International Journal of Food Microbiology, 118(3), 285–293. https://doi.org/10.1016/j.ijfoodmicro.2007.07.052",0.060680932360887,2.34387367568855,1,1.47297153479366,6.55325556294206,153.870180084424,0.166672130990957,45.3844165869431
393,"baranyi",6,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0015232085064825,6.17610413071709,1481.73928038789,0,9.74827079513594,28.2433211410309,2.91279317138399,0
394,"gompertz",6,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00312022462815385,5.89945036276975,5526.7919824675,0.0546959196489714,5.77712035194937,24.6287180366167,12.9348106019939,0.239219104219208
395,"baranyi",10,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00531070427854271,7.39334904415961,1,0.0749400825529844,NA,NA,NA,NA
396,"buchanan",10,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00471763315760869,6.9839572192513,123.445986259407,0,NA,NA,NA,NA
397,"gompertz",15,"Hours","N","Serratia marcescens","Pasteurised Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0161360841479842,8.09879253501488,522.934385511449,2.98223578217408,NA,NA,NA,NA
398,"baranyi",15,"Hours","N","Serratia marcescens","UHT Skim Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0166509653991058,7.92425411134199,380.762617546244,0,18.1262948598595,35.1801342590179,8.49770664213302,0
399,"gompertz",6,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00159983761742666,8.82821362182042,1554.86517463427,0,9.60795774729262,5.76862032250156,1.53459549988004,0
400,"gompertz",6,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00414834378228108,0.0551973554292437,8110.02781066522,6.95425458826496,18.0220997681913,0.424514051654954,55.6634764290563,51.674946884083
401,"gompertz",10,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0122922259585293,6.95142307494619,699.992166422787,0,3.36116689473977,24.9195414828759,4.86903923416642,0
402,"buchanan",10,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00674589638348805,7.68080764686929,655.18806444577,0,NA,NA,NA,NA
403,"baranyi",15,"Hours","N","Serratia marcescens","Pasteurised Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0179224610951582,7.76337723254768,315.604739347112,0.000165200332770321,36.6132645781403,102.637809765425,17.9061228272862,0.0021843770140153
404,"gompertz",15,"Hours","N","Serratia marcescens","UHT Full-fat Milk",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0250620239316751,7.68047215319645,408.784495993633,0.00619878610400934,9.55551660753853,38.2782834854337,10.673047487681,0.0293039765682514
406,"baranyi",6,"Hours","N","Serratia marcescens","UHT Double Cream",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00173465700962464,6.45382898011991,400.430157102704,0,27.8544003306707,69.2518058431366,1.67413659916541,0
407,"buchanan",10,"Hours","N","Serratia marcescens","Pasteurised Double Cream",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00692232860235557,6.38297872340426,580.111982082873,0.0106382978723423,NA,NA,NA,NA
408,"gompertz",10,"Hours","N","Serratia marcescens","UHT Double Cream",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.00742794702866299,7.67692052237512,560.81005303057,0,NA,NA,NA,NA
409,"baranyi",15,"Hours","N","Serratia marcescens","Pasteurised Double Cream",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0159238801464517,7.6229758589205,294.605687582273,0.0154262287810011,11.644378545276,23.3721183135225,3.94103041690242,0.0471713263745427
410,"buchanan",15,"Hours","N","Serratia marcescens","UHT Double Cream",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0182652389798317,7.77127659574468,174.182156088322,0.010638300147523,14.3177497406989,47.9998110533529,3.34100486588273,0.046462695412764
411,"gompertz",0,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0406082334292958,6.17530437433932,30.6052887468708,0.720765374491319,17.4088759845507,60.3792907817574,1.60753827918391,3.06287163056317
412,"gompertz",7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0961693844969895,6.19335636807536,24.49386758103,0.830881000485453,8.77217536168763,59.6697226806632,1.87938077481716,2.83957718910224
413,"gompertz",20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.466458312698531,5.54909302721701,17.7117371300383,1.00897082125997,6.61918896599514,69.0903368267917,11.3048099721468,7.61109252607604
414,"gompertz",30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.297791528441295,5.49579750512934,22.0989972468304,0.969076669747668,7.43693422870968,92.7864481598808,4.94486896854109,8.68340174239437
415,"gompertz",37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.000127452941826908,1.00168137587268,324.68828725967,0.994687815624417,0.540476294749291,364.891161169082,2.56558181799789,599.521757889523
416,"gompertz",0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0477200997250181,4.98643947713912,126.163027730788,0.992486046282377,30.125596412094,116.249624414924,24.2659349196585,19.7219249278885
417,"gompertz",7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.087964856734565,5.21679880668067,1,0.714687994532347,22.4439232439724,156.279662659007,0.103518686712256,3.31425099609687
418,"baranyi",20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.298361601550971,6.84132094473966,8.26650811185253,0.953826271684057,10.4658543583076,109.230190804298,2.50335057347901,4.14713517062717
419,"gompertz",30,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.431438767660567,6.68147167758435,45.4304457939846,1.00094275213843,10.7296658831755,86.7128839422816,19.1242512160674,4.89828968403801
420,"baranyi",37,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.338255748844861,1.01549171084826,194.210808551519,1.00787882681492,2.48814384458394e-06,711.836269499146,0.000234288187187103,288.42733887983
421,"gompertz",0,"Hours","CFU","Arthrobacter sp. 62","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0435251152226622,6.32331907336785,186.895260038057,0.957372363688833,11.3941113232504,31.8368816268096,13.4026841288628,10.2907823683455
422,"gompertz",7,"Hours","CFU","Arthrobacter sp. 62","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.101183074017615,6.46819474596044,43.076009789209,0.897384496881416,5.64128720944923,42.2718624025331,3.19195718467327,2.52909908973007
423,"buchanan",20,"Hours","CFU","Arthrobacter sp. 62","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.283836024818864,6.50582797550632,10.2890229374083,1.01001841603595,61.740082270822,260.482211128809,17.4031373150494,20.2197038737822
