"ID","bacterial_genus","replicate","minute","trait_name","trait_value","Temperature"
"Sch_WYC41_03","Microbacterium",2,1050,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC41_03","Microbacterium",2,1080,"Absorbance (600nm) continuous",0.103,30
"Sch_WYC41_03","Microbacterium",2,1110,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC41_03","Microbacterium",2,1140,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC41_03","Microbacterium",2,1170,"Absorbance (600nm) continuous",0.109,30
"Sch_WYC41_03","Microbacterium",2,1200,"Absorbance (600nm) continuous",0.109,30
"Sch_WYC41_03","Microbacterium",2,1230,"Absorbance (600nm) continuous",0.109,30
"Sch_WYC41_03","Microbacterium",3,0,"Absorbance (600nm) continuous",0.085,30
"Sch_WYC41_03","Microbacterium",3,30,"Absorbance (600nm) continuous",0.087,30
"Sch_WYC41_03","Microbacterium",3,60,"Absorbance (600nm) continuous",0.087,30
"Sch_WYC41_03","Microbacterium",3,90,"Absorbance (600nm) continuous",0.087,30
"Sch_WYC41_03","Microbacterium",3,120,"Absorbance (600nm) continuous",0.087,30
"Sch_WYC41_03","Microbacterium",3,150,"Absorbance (600nm) continuous",0.087,30
"Sch_WYC41_03","Microbacterium",3,180,"Absorbance (600nm) continuous",0.087,30
"Sch_WYC41_03","Microbacterium",3,210,"Absorbance (600nm) continuous",0.088,30
"Sch_WYC41_03","Microbacterium",3,240,"Absorbance (600nm) continuous",0.088,30
"Sch_WYC41_03","Microbacterium",3,270,"Absorbance (600nm) continuous",0.088,30
"Sch_WYC41_03","Microbacterium",3,300,"Absorbance (600nm) continuous",0.088,30
"Sch_WYC41_03","Microbacterium",3,330,"Absorbance (600nm) continuous",0.088,30
"Sch_WYC41_03","Microbacterium",3,360,"Absorbance (600nm) continuous",0.088,30
"Sch_WYC41_03","Microbacterium",3,390,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",3,420,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",3,450,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",3,480,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",3,510,"Absorbance (600nm) continuous",0.09,30
"Sch_WYC41_03","Microbacterium",3,540,"Absorbance (600nm) continuous",0.09,30
"Sch_WYC41_03","Microbacterium",3,570,"Absorbance (600nm) continuous",0.091,30
"Sch_WYC41_03","Microbacterium",3,600,"Absorbance (600nm) continuous",0.091,30
"Sch_WYC41_03","Microbacterium",3,630,"Absorbance (600nm) continuous",0.091,30
"Sch_WYC41_03","Microbacterium",3,660,"Absorbance (600nm) continuous",0.092,30
"Sch_WYC41_03","Microbacterium",3,690,"Absorbance (600nm) continuous",0.092,30
"Sch_WYC41_03","Microbacterium",3,720,"Absorbance (600nm) continuous",0.093,30
"Sch_WYC41_03","Microbacterium",3,750,"Absorbance (600nm) continuous",0.094,30
"Sch_WYC41_03","Microbacterium",3,780,"Absorbance (600nm) continuous",0.094,30
"Sch_WYC41_03","Microbacterium",3,810,"Absorbance (600nm) continuous",0.095,30
"Sch_WYC41_03","Microbacterium",3,840,"Absorbance (600nm) continuous",0.096,30
"Sch_WYC41_03","Microbacterium",3,870,"Absorbance (600nm) continuous",0.096,30
"Sch_WYC41_03","Microbacterium",3,900,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC41_03","Microbacterium",3,930,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC41_03","Microbacterium",3,960,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC41_03","Microbacterium",3,990,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC41_03","Microbacterium",3,1020,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC41_03","Microbacterium",3,1050,"Absorbance (600nm) continuous",0.102,30
"Sch_WYC41_03","Microbacterium",3,1080,"Absorbance (600nm) continuous",0.104,30
"Sch_WYC41_03","Microbacterium",3,1110,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC41_03","Microbacterium",3,1140,"Absorbance (600nm) continuous",0.106,30
"Sch_WYC41_03","Microbacterium",3,1170,"Absorbance (600nm) continuous",0.107,30
"Sch_WYC41_03","Microbacterium",3,1200,"Absorbance (600nm) continuous",0.106,30
"Sch_WYC41_03","Microbacterium",3,1230,"Absorbance (600nm) continuous",0.107,30
"Sch_WYC41_03","Microbacterium",4,0,"Absorbance (600nm) continuous",0.086,30
"Sch_WYC41_03","Microbacterium",4,30,"Absorbance (600nm) continuous",0.088,30
"Sch_WYC41_03","Microbacterium",4,60,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,90,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,120,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,150,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,180,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,210,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,240,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,270,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,300,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,330,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,360,"Absorbance (600nm) continuous",0.09,30
"Sch_WYC41_03","Microbacterium",4,390,"Absorbance (600nm) continuous",0.089,30
"Sch_WYC41_03","Microbacterium",4,420,"Absorbance (600nm) continuous",0.09,30
"Sch_WYC41_03","Microbacterium",4,450,"Absorbance (600nm) continuous",0.09,30
"Sch_WYC41_03","Microbacterium",4,480,"Absorbance (600nm) continuous",0.09,30
"Sch_WYC41_03","Microbacterium",4,510,"Absorbance (600nm) continuous",0.091,30
"Sch_WYC41_03","Microbacterium",4,540,"Absorbance (600nm) continuous",0.091,30
"Sch_WYC41_03","Microbacterium",4,570,"Absorbance (600nm) continuous",0.091,30
"Sch_WYC41_03","Microbacterium",4,600,"Absorbance (600nm) continuous",0.092,30
"Sch_WYC41_03","Microbacterium",4,630,"Absorbance (600nm) continuous",0.092,30
"Sch_WYC41_03","Microbacterium",4,660,"Absorbance (600nm) continuous",0.092,30
"Sch_WYC41_03","Microbacterium",4,690,"Absorbance (600nm) continuous",0.093,30
"Sch_WYC41_03","Microbacterium",4,720,"Absorbance (600nm) continuous",0.093,30
"Sch_WYC41_03","Microbacterium",4,750,"Absorbance (600nm) continuous",0.094,30
"Sch_WYC41_03","Microbacterium",4,780,"Absorbance (600nm) continuous",0.094,30
"Sch_WYC41_03","Microbacterium",4,810,"Absorbance (600nm) continuous",0.095,30
"Sch_WYC41_03","Microbacterium",4,840,"Absorbance (600nm) continuous",0.096,30
"Sch_WYC41_03","Microbacterium",4,870,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC41_03","Microbacterium",4,900,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC41_03","Microbacterium",4,930,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC41_03","Microbacterium",4,960,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC41_03","Microbacterium",4,990,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC41_03","Microbacterium",4,1020,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC41_03","Microbacterium",4,1050,"Absorbance (600nm) continuous",0.102,30
"Sch_WYC41_03","Microbacterium",4,1080,"Absorbance (600nm) continuous",0.104,30
"Sch_WYC41_03","Microbacterium",4,1110,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC41_03","Microbacterium",4,1140,"Absorbance (600nm) continuous",0.106,30
"Sch_WYC41_03","Microbacterium",4,1170,"Absorbance (600nm) continuous",0.107,30
"Sch_WYC41_03","Microbacterium",4,1200,"Absorbance (600nm) continuous",0.107,30
"Sch_WYC41_03","Microbacterium",4,1230,"Absorbance (600nm) continuous",0.107,30
"Positive CTRL","IsoMix",1,0,"Absorbance (600nm) continuous",0.08,30
"Positive CTRL","IsoMix",1,30,"Absorbance (600nm) continuous",0.083,30
"Positive CTRL","IsoMix",1,60,"Absorbance (600nm) continuous",0.084,30
"Positive CTRL","IsoMix",1,90,"Absorbance (600nm) continuous",0.085,30
"Positive CTRL","IsoMix",1,120,"Absorbance (600nm) continuous",0.085,30
"Positive CTRL","IsoMix",1,150,"Absorbance (600nm) continuous",0.087,30
"Positive CTRL","IsoMix",1,180,"Absorbance (600nm) continuous",0.089,30
"Positive CTRL","IsoMix",1,210,"Absorbance (600nm) continuous",0.092,30
"Positive CTRL","IsoMix",1,240,"Absorbance (600nm) continuous",0.097,30
"Positive CTRL","IsoMix",1,270,"Absorbance (600nm) continuous",0.107,30
"Positive CTRL","IsoMix",1,300,"Absorbance (600nm) continuous",0.117,30
"Positive CTRL","IsoMix",1,330,"Absorbance (600nm) continuous",0.132,30
"Positive CTRL","IsoMix",1,360,"Absorbance (600nm) continuous",0.137,30
"Positive CTRL","IsoMix",1,390,"Absorbance (600nm) continuous",0.141,30
"Positive CTRL","IsoMix",1,420,"Absorbance (600nm) continuous",0.143,30
"Positive CTRL","IsoMix",1,450,"Absorbance (600nm) continuous",0.145,30
"Positive CTRL","IsoMix",1,480,"Absorbance (600nm) continuous",0.148,30
"Positive CTRL","IsoMix",1,510,"Absorbance (600nm) continuous",0.149,30
"Positive CTRL","IsoMix",1,540,"Absorbance (600nm) continuous",0.153,30
"Positive CTRL","IsoMix",1,570,"Absorbance (600nm) continuous",0.153,30
"Positive CTRL","IsoMix",1,600,"Absorbance (600nm) continuous",0.154,30
"Positive CTRL","IsoMix",1,630,"Absorbance (600nm) continuous",0.157,30
"Positive CTRL","IsoMix",1,660,"Absorbance (600nm) continuous",0.157,30
"Positive CTRL","IsoMix",1,690,"Absorbance (600nm) continuous",0.158,30
"Positive CTRL","IsoMix",1,720,"Absorbance (600nm) continuous",0.159,30
"Positive CTRL","IsoMix",1,750,"Absorbance (600nm) continuous",0.16,30
"Positive CTRL","IsoMix",1,780,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,810,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,840,"Absorbance (600nm) continuous",0.161,30
"Positive CTRL","IsoMix",1,870,"Absorbance (600nm) continuous",0.161,30
"Positive CTRL","IsoMix",1,900,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,930,"Absorbance (600nm) continuous",0.161,30
"Positive CTRL","IsoMix",1,960,"Absorbance (600nm) continuous",0.161,30
"Positive CTRL","IsoMix",1,990,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,1020,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,1050,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,1080,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,1110,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,1140,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,1170,"Absorbance (600nm) continuous",0.162,30
"Positive CTRL","IsoMix",1,1200,"Absorbance (600nm) continuous",0.161,30
"Positive CTRL","IsoMix",1,1230,"Absorbance (600nm) continuous",0.161,30
"Positive CTRL","IsoMix",2,0,"Absorbance (600nm) continuous",0.084,30
"Positive CTRL","IsoMix",2,30,"Absorbance (600nm) continuous",0.086,30
"Positive CTRL","IsoMix",2,60,"Absorbance (600nm) continuous",0.087,30
"Positive CTRL","IsoMix",2,90,"Absorbance (600nm) continuous",0.087,30
"Positive CTRL","IsoMix",2,120,"Absorbance (600nm) continuous",0.087,30
"Positive CTRL","IsoMix",2,150,"Absorbance (600nm) continuous",0.088,30
"Positive CTRL","IsoMix",2,180,"Absorbance (600nm) continuous",0.088,30
"Positive CTRL","IsoMix",2,210,"Absorbance (600nm) continuous",0.089,30
"Positive CTRL","IsoMix",2,240,"Absorbance (600nm) continuous",0.09,30
"Positive CTRL","IsoMix",2,270,"Absorbance (600nm) continuous",0.093,30
"Positive CTRL","IsoMix",2,300,"Absorbance (600nm) continuous",0.096,30
"Positive CTRL","IsoMix",2,330,"Absorbance (600nm) continuous",0.103,30
"Positive CTRL","IsoMix",2,360,"Absorbance (600nm) continuous",0.112,30
"Positive CTRL","IsoMix",2,390,"Absorbance (600nm) continuous",0.125,30
"Positive CTRL","IsoMix",2,420,"Absorbance (600nm) continuous",0.135,30
"Positive CTRL","IsoMix",2,450,"Absorbance (600nm) continuous",0.138,30
"Positive CTRL","IsoMix",2,480,"Absorbance (600nm) continuous",0.145,30
"Positive CTRL","IsoMix",2,510,"Absorbance (600nm) continuous",0.149,30
"Positive CTRL","IsoMix",2,540,"Absorbance (600nm) continuous",0.153,30
"Positive CTRL","IsoMix",2,570,"Absorbance (600nm) continuous",0.157,30
"Positive CTRL","IsoMix",2,600,"Absorbance (600nm) continuous",0.159,30
"Positive CTRL","IsoMix",2,630,"Absorbance (600nm) continuous",0.161,30
"Positive CTRL","IsoMix",2,660,"Absorbance (600nm) continuous",0.163,30
"Positive CTRL","IsoMix",2,690,"Absorbance (600nm) continuous",0.166,30
"Positive CTRL","IsoMix",2,720,"Absorbance (600nm) continuous",0.168,30
"Positive CTRL","IsoMix",2,750,"Absorbance (600nm) continuous",0.169,30
"Positive CTRL","IsoMix",2,780,"Absorbance (600nm) continuous",0.17,30
"Positive CTRL","IsoMix",2,810,"Absorbance (600nm) continuous",0.171,30
"Positive CTRL","IsoMix",2,840,"Absorbance (600nm) continuous",0.172,30
"Positive CTRL","IsoMix",2,870,"Absorbance (600nm) continuous",0.172,30
"Positive CTRL","IsoMix",2,900,"Absorbance (600nm) continuous",0.173,30
"Positive CTRL","IsoMix",2,930,"Absorbance (600nm) continuous",0.174,30
"Positive CTRL","IsoMix",2,960,"Absorbance (600nm) continuous",0.175,30
"Positive CTRL","IsoMix",2,990,"Absorbance (600nm) continuous",0.174,30
"Positive CTRL","IsoMix",2,1020,"Absorbance (600nm) continuous",0.175,30
"Positive CTRL","IsoMix",2,1050,"Absorbance (600nm) continuous",0.176,30
"Positive CTRL","IsoMix",2,1080,"Absorbance (600nm) continuous",0.176,30
"Positive CTRL","IsoMix",2,1110,"Absorbance (600nm) continuous",0.175,30
"Positive CTRL","IsoMix",2,1140,"Absorbance (600nm) continuous",0.176,30
"Positive CTRL","IsoMix",2,1170,"Absorbance (600nm) continuous",0.178,30
"Positive CTRL","IsoMix",2,1200,"Absorbance (600nm) continuous",0.178,30
"Positive CTRL","IsoMix",2,1230,"Absorbance (600nm) continuous",0.178,30
"Positive CTRL","IsoMix",3,0,"Absorbance (600nm) continuous",0.1,30
"Positive CTRL","IsoMix",3,30,"Absorbance (600nm) continuous",0.098,30
"Positive CTRL","IsoMix",3,60,"Absorbance (600nm) continuous",0.097,30
"Positive CTRL","IsoMix",3,90,"Absorbance (600nm) continuous",0.097,30
"Positive CTRL","IsoMix",3,120,"Absorbance (600nm) continuous",0.097,30
"Positive CTRL","IsoMix",3,150,"Absorbance (600nm) continuous",0.098,30
"Positive CTRL","IsoMix",3,180,"Absorbance (600nm) continuous",0.099,30
"Positive CTRL","IsoMix",3,210,"Absorbance (600nm) continuous",0.1,30
"Positive CTRL","IsoMix",3,240,"Absorbance (600nm) continuous",0.104,30
"Positive CTRL","IsoMix",3,270,"Absorbance (600nm) continuous",0.109,30
"Positive CTRL","IsoMix",3,300,"Absorbance (600nm) continuous",0.12,30
"Positive CTRL","IsoMix",3,330,"Absorbance (600nm) continuous",0.131,30
"Positive CTRL","IsoMix",3,360,"Absorbance (600nm) continuous",0.138,30
"Positive CTRL","IsoMix",3,390,"Absorbance (600nm) continuous",0.143,30
"Positive CTRL","IsoMix",3,420,"Absorbance (600nm) continuous",0.151,30
"Positive CTRL","IsoMix",3,450,"Absorbance (600nm) continuous",0.159,30
"Positive CTRL","IsoMix",3,480,"Absorbance (600nm) continuous",0.16,30
"Positive CTRL","IsoMix",3,510,"Absorbance (600nm) continuous",0.165,30
"Positive CTRL","IsoMix",3,540,"Absorbance (600nm) continuous",0.167,30
"Positive CTRL","IsoMix",3,570,"Absorbance (600nm) continuous",0.169,30
"Positive CTRL","IsoMix",3,600,"Absorbance (600nm) continuous",0.172,30
"Positive CTRL","IsoMix",3,630,"Absorbance (600nm) continuous",0.174,30
"Positive CTRL","IsoMix",3,660,"Absorbance (600nm) continuous",0.177,30
"Positive CTRL","IsoMix",3,690,"Absorbance (600nm) continuous",0.178,30
"Positive CTRL","IsoMix",3,720,"Absorbance (600nm) continuous",0.179,30
"Positive CTRL","IsoMix",3,750,"Absorbance (600nm) continuous",0.181,30
"Positive CTRL","IsoMix",3,780,"Absorbance (600nm) continuous",0.182,30
"Positive CTRL","IsoMix",3,810,"Absorbance (600nm) continuous",0.183,30
"Positive CTRL","IsoMix",3,840,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",3,870,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",3,900,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",3,930,"Absorbance (600nm) continuous",0.185,30
"Positive CTRL","IsoMix",3,960,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",3,990,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",3,1020,"Absorbance (600nm) continuous",0.185,30
"Positive CTRL","IsoMix",3,1050,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",3,1080,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",3,1110,"Absorbance (600nm) continuous",0.185,30
"Positive CTRL","IsoMix",3,1140,"Absorbance (600nm) continuous",0.186,30
"Positive CTRL","IsoMix",3,1170,"Absorbance (600nm) continuous",0.186,30
"Positive CTRL","IsoMix",3,1200,"Absorbance (600nm) continuous",0.186,30
"Positive CTRL","IsoMix",3,1230,"Absorbance (600nm) continuous",0.187,30
"Positive CTRL","IsoMix",4,0,"Absorbance (600nm) continuous",0.094,30
"Positive CTRL","IsoMix",4,30,"Absorbance (600nm) continuous",0.095,30
"Positive CTRL","IsoMix",4,60,"Absorbance (600nm) continuous",0.095,30
"Positive CTRL","IsoMix",4,90,"Absorbance (600nm) continuous",0.095,30
"Positive CTRL","IsoMix",4,120,"Absorbance (600nm) continuous",0.096,30
"Positive CTRL","IsoMix",4,150,"Absorbance (600nm) continuous",0.096,30
"Positive CTRL","IsoMix",4,180,"Absorbance (600nm) continuous",0.098,30
"Positive CTRL","IsoMix",4,210,"Absorbance (600nm) continuous",0.1,30
"Positive CTRL","IsoMix",4,240,"Absorbance (600nm) continuous",0.104,30
"Positive CTRL","IsoMix",4,270,"Absorbance (600nm) continuous",0.113,30
"Positive CTRL","IsoMix",4,300,"Absorbance (600nm) continuous",0.127,30
"Positive CTRL","IsoMix",4,330,"Absorbance (600nm) continuous",0.136,30
"Positive CTRL","IsoMix",4,360,"Absorbance (600nm) continuous",0.143,30
"Positive CTRL","IsoMix",4,390,"Absorbance (600nm) continuous",0.147,30
"Positive CTRL","IsoMix",4,420,"Absorbance (600nm) continuous",0.155,30
"Positive CTRL","IsoMix",4,450,"Absorbance (600nm) continuous",0.158,30
"Positive CTRL","IsoMix",4,480,"Absorbance (600nm) continuous",0.16,30
"Positive CTRL","IsoMix",4,510,"Absorbance (600nm) continuous",0.164,30
"Positive CTRL","IsoMix",4,540,"Absorbance (600nm) continuous",0.167,30
"Positive CTRL","IsoMix",4,570,"Absorbance (600nm) continuous",0.169,30
"Positive CTRL","IsoMix",4,600,"Absorbance (600nm) continuous",0.171,30
"Positive CTRL","IsoMix",4,630,"Absorbance (600nm) continuous",0.173,30
"Positive CTRL","IsoMix",4,660,"Absorbance (600nm) continuous",0.176,30
"Positive CTRL","IsoMix",4,690,"Absorbance (600nm) continuous",0.176,30
"Positive CTRL","IsoMix",4,720,"Absorbance (600nm) continuous",0.177,30
"Positive CTRL","IsoMix",4,750,"Absorbance (600nm) continuous",0.179,30
"Positive CTRL","IsoMix",4,780,"Absorbance (600nm) continuous",0.178,30
"Positive CTRL","IsoMix",4,810,"Absorbance (600nm) continuous",0.18,30
"Positive CTRL","IsoMix",4,840,"Absorbance (600nm) continuous",0.181,30
"Positive CTRL","IsoMix",4,870,"Absorbance (600nm) continuous",0.181,30
"Positive CTRL","IsoMix",4,900,"Absorbance (600nm) continuous",0.182,30
"Positive CTRL","IsoMix",4,930,"Absorbance (600nm) continuous",0.183,30
"Positive CTRL","IsoMix",4,960,"Absorbance (600nm) continuous",0.183,30
"Positive CTRL","IsoMix",4,990,"Absorbance (600nm) continuous",0.183,30
"Positive CTRL","IsoMix",4,1020,"Absorbance (600nm) continuous",0.184,30
"Positive CTRL","IsoMix",4,1050,"Absorbance (600nm) continuous",0.185,30
"Positive CTRL","IsoMix",4,1080,"Absorbance (600nm) continuous",0.186,30
"Positive CTRL","IsoMix",4,1110,"Absorbance (600nm) continuous",0.186,30
"Positive CTRL","IsoMix",4,1140,"Absorbance (600nm) continuous",0.185,30
"Positive CTRL","IsoMix",4,1170,"Absorbance (600nm) continuous",0.187,30
"Positive CTRL","IsoMix",4,1200,"Absorbance (600nm) continuous",0.188,30
"Positive CTRL","IsoMix",4,1230,"Absorbance (600nm) continuous",0.188,30
"Sch_WYC42_01","Rhizobium(2)",1,0,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,30,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC42_01","Rhizobium(2)",1,60,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC42_01","Rhizobium(2)",1,90,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC42_01","Rhizobium(2)",1,120,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC42_01","Rhizobium(2)",1,150,"Absorbance (600nm) continuous",0.097,30
"Sch_WYC42_01","Rhizobium(2)",1,180,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,210,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,240,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,270,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,300,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,330,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,360,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,390,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,420,"Absorbance (600nm) continuous",0.098,30
"Sch_WYC42_01","Rhizobium(2)",1,450,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,480,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,510,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,540,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,570,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,600,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,630,"Absorbance (600nm) continuous",0.099,30
"Sch_WYC42_01","Rhizobium(2)",1,660,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,690,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,720,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,750,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,780,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,810,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,840,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,870,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,900,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,930,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,960,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,990,"Absorbance (600nm) continuous",0.1,30
"Sch_WYC42_01","Rhizobium(2)",1,1020,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,1050,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,1080,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,1110,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,1140,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,1170,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,1200,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",1,1230,"Absorbance (600nm) continuous",0.101,30
"Sch_WYC42_01","Rhizobium(2)",2,0,"Absorbance (600nm) continuous",0.108,30
"Sch_WYC42_01","Rhizobium(2)",2,30,"Absorbance (600nm) continuous",0.106,30
"Sch_WYC42_01","Rhizobium(2)",2,60,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,90,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,120,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,150,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,180,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,210,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,240,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,270,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,300,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,330,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,360,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,390,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,420,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,450,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,480,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,510,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,540,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,570,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,600,"Absorbance (600nm) continuous",0.105,30
"Sch_WYC42_01","Rhizobium(2)",2,630,"Absorbance (600nm) continuous",0.106,30
"Sch_WYC42_01","Rhizobium(2)",2,660,"Absorbance (600nm) continuous",0.106,30
"Sch_WYC42_01","Rhizobium(2)",2,690,"Absorbance (600nm) continuous",0.106,30
"Sch_WYC42_01","Rhizobium(2)",2,720,"Absorbance (600nm) continuous",0.106,30
