published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD5276,Growth Rate,missing,Specific Growth Rate,,0.107,h^-1,,,,0.0000297,s^-1,,,,,,,,,,,15.092,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium bakii,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,bakii,,15.092,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5276,Growth Rate,missing,Specific Growth Rate,,0.121,h^-1,,,,0.0000336,s^-1,,,,,,,,,,,20.046,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium bakii,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,bakii,,20.046,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5277,Growth Rate,missing,Specific Growth Rate,,0.041,h^-1,,,,0.0000114,s^-1,,,,,,,,,,,1.036,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium paludosum,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,paludosum,,1.036,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5277,Growth Rate,missing,Specific Growth Rate,,0.071,h^-1,,,,0.0000197,s^-1,,,,,,,,,,,5.09,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium paludosum,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,paludosum,,5.09,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5277,Growth Rate,missing,Specific Growth Rate,,0.106,h^-1,,,,0.0000294,s^-1,,,,,,,,,,,10.035,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium paludosum,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,paludosum,,10.035,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5277,Growth Rate,missing,Specific Growth Rate,,0.13,h^-1,,,,0.0000361,s^-1,,,,,,,,,,,15.029,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium paludosum,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,paludosum,,15.029,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5277,Growth Rate,missing,Specific Growth Rate,,0.2,h^-1,,,,0.0000556,s^-1,,,,,,,,,,,20.134,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium paludosum,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,paludosum,,20.134,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5278,Growth Rate,missing,Specific Growth Rate,,0.02,h^-1,,,,0.00000556,s^-1,,,,,,,,,,,1.077,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium fimetarium,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,fimetarium,,1.077,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5278,Growth Rate,missing,Specific Growth Rate,,0.023,h^-1,,,,0.00000639,s^-1,,,,,,,,,,,5.04,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium fimetarium,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,fimetarium,,5.04,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5278,Growth Rate,missing,Specific Growth Rate,,0.028,h^-1,,,,0.00000778,s^-1,,,,,,,,,,,10.064,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium fimetarium,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,fimetarium,,10.064,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5278,Growth Rate,missing,Specific Growth Rate,,0.04,h^-1,,,,0.0000111,s^-1,,,,,,,,,,,15.076,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium fimetarium,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,fimetarium,,15.076,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5278,Growth Rate,missing,Specific Growth Rate,,0.07,h^-1,,,,0.0000194,s^-1,,,,,,,,,,,20.045,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium fimetarium,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,fimetarium,,20.045,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5278,Growth Rate,missing,Specific Growth Rate,,0.109,h^-1,,,,0.0000303,s^-1,,,,,,,,,,,25.059,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium fimetarium,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,fimetarium,,25.059,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5278,Growth Rate,missing,Specific Growth Rate,,0.149,h^-1,,,,0.0000414,s^-1,,,,,,,,,,,30.035,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium fimetarium,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,fimetarium,,30.035,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5279,Growth Rate,missing,Specific Growth Rate,,0.003,h^-1,,,,8.3E-7,s^-1,,,,,,,,,,,1.08,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium tundrae,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,tundrae,,1.08,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5279,Growth Rate,missing,Specific Growth Rate,,0.005,h^-1,,,,0.00000139,s^-1,,,,,,,,,,,4.977,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium tundrae,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,tundrae,,4.977,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5279,Growth Rate,missing,Specific Growth Rate,,0.014,h^-1,,,,0.00000389,s^-1,,,,,,,,,,,10.031,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium tundrae,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,tundrae,,10.031,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5279,Growth Rate,missing,Specific Growth Rate,,0.039,h^-1,,,,0.0000108,s^-1,,,,,,,,,,,14.997,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium tundrae,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,tundrae,,14.997,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",,Gab Yvon-Durocher,null@null.invalid,
MTD5280,Growth Rate,missing,Specific Growth Rate,,0.041,h^-1,,,,0.0000114,s^-1,,,,,,,,,,,1.068,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4092,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,1.068,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5280,Growth Rate,missing,Specific Growth Rate,,0.07,h^-1,,,,0.0000194,s^-1,,,,,,,,,,,5.023,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4092,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,5.023,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5280,Growth Rate,missing,Specific Growth Rate,,0.105,h^-1,,,,0.0000292,s^-1,,,,,,,,,,,10.039,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4092,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,10.039,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5280,Growth Rate,missing,Specific Growth Rate,,0.13,h^-1,,,,0.0000361,s^-1,,,,,,,,,,,14.951,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4092,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,14.951,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5280,Growth Rate,missing,Specific Growth Rate,,0.201,h^-1,,,,0.0000558,s^-1,,,,,,,,,,,19.826,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4092,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,19.826,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5281,Growth Rate,missing,Specific Growth Rate,,0.077,h^-1,,,,0.0000214,s^-1,,,,,,,,,,,1.048,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4391,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,1.048,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5281,Growth Rate,missing,Specific Growth Rate,,0.084,h^-1,,,,0.0000233,s^-1,,,,,,,,,,,4.981,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4391,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,4.981,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5281,Growth Rate,missing,Specific Growth Rate,,0.09,h^-1,,,,0.000025,s^-1,,,,,,,,,,,10.041,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4391,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,10.041,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5281,Growth Rate,missing,Specific Growth Rate,,0.105,h^-1,,,,0.0000292,s^-1,,,,,,,,,,,15.046,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4391,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,15.046,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5281,Growth Rate,missing,Specific Growth Rate,,0.121,h^-1,,,,0.0000336,s^-1,,,,,,,,,,,19.939,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4391,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,19.939,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5282,Growth Rate,missing,Specific Growth Rate,,0.019,h^-1,,,,0.00000528,s^-1,,,,,,,,,,,1.057,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4290,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,1.057,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
MTD5282,Growth Rate,missing,Specific Growth Rate,,0.023,h^-1,,,,0.00000639,s^-1,,,,,,,,,,,5.153,,celsius,,,,,,,,,,,,,,,,,,missing,,,,0,,,,Acetobacterium Z-4290,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,NA,,5.153,celsius,inferred (ambient),6,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",10.1007/s002030050167,Gab Yvon-Durocher,null@null.invalid,
